Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Best;Average
154;0,317355;0,669983;0,697554;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703702;0,728926;0,697124
155;0,317355;0,661388;0,697322;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704331;0,728926;0,696304
156;0,222314;0,623967;0,696826;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702711;0,728926;0,692350
157;0,259504;0,581686;0,691702;0,699537;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703438;0,728926;0,687636
158;0,222314;0,557620;0,690512;0,698314;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704066;0,728926;0,685051
159;0,497521;0,645554;0,691339;0,699207;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702777;0,728926;0,693888
160;0,519008;0,617488;0,688860;0,696992;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702380;0,728926;0,690572
161;0,222314;0,542975;0,684661;0,694083;0,699901;0,700000;0,700000;0,700000;0,700000;0,700000;0,703504;0,728926;0,682512
162;0,222314;0,518975;0,683140;0,694909;0,699901;0,700000;0,700000;0,700000;0,700000;0,700000;0,703372;0,728926;0,680030
163;0,222314;0,583603;0,691140;0,698512;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703967;0,728926;0,687722
164;0,222314;0,596529;0,689124;0,697587;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704298;0,728926;0,688754
165;0,475207;0,661785;0,693455;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704992;0,728926;0,696023
166;0,475207;0,655702;0,694314;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704264;0,728926;0,695428
167;0,475207;0,652727;0,697421;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702909;0,728926;0,695306
168;0,222314;0,623603;0,696694;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704298;0,728926;0,692460
169;0,475207;0,673058;0,697620;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,705554;0,728926;0,697623
170;0,302479;0,653355;0,697917;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704529;0,728926;0,695580
171;0,632231;0,684099;0,699405;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,705488;0,728926;0,698899
172;0,335537;0,656165;0,698612;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704529;0,728926;0,695931
173;0,499174;0,665289;0,697620;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703901;0,728926;0,696681
174;0,499174;0,658149;0,695769;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704562;0,728926;0,695848
175;0,385124;0,652926;0,695107;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702942;0,728926;0,695098
