Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Best
893;0,272000;0,784320;0,915920;0,932800;0,941760;0,944000;0,950640;0,952000;0,952000;0,956800;0,963520;0,968000
894;0,272000;0,791520;0,916640;0,932720;0,942400;0,945600;0,952000;0,952000;0,952000;0,958080;0,964000;0,968000
895;0,272000;0,832880;0,916720;0,933600;0,943120;0,946960;0,952000;0,952000;0,952000;0,958800;0,964640;0,968000
896;0,480000;0,847920;0,921600;0,937120;0,944000;0,947280;0,952000;0,952000;0,952000;0,959600;0,963840;0,968000
897;0,432000;0,863280;0,925840;0,939200;0,944000;0,950080;0,952000;0,952000;0,952160;0,960000;0,964640;0,968000
898;0,432000;0,866480;0,924880;0,939680;0,944000;0,951680;0,952000;0,952000;0,953600;0,960000;0,964640;0,968000
899;0,432000;0,871200;0,928560;0,940400;0,944000;0,952000;0,952000;0,952000;0,952880;0,960000;0,964080;0,968000
900;0,272000;0,857200;0,927440;0,939280;0,944000;0,950000;0,952000;0,952000;0,952080;0,960000;0,964720;0,968000
901;0,656000;0,877120;0,928160;0,940480;0,944000;0,950480;0,952000;0,952000;0,952000;0,959520;0,963920;0,968000
902;0,272000;0,868640;0,930960;0,942560;0,944880;0,952000;0,952000;0,952000;0,952560;0,960000;0,963680;0,968000
903;0,352000;0,869600;0,930560;0,942960;0,944160;0,952000;0,952000;0,952000;0,952000;0,959200;0,963680;0,968000
904;0,296000;0,872640;0,930000;0,942640;0,944640;0,952000;0,952000;0,952000;0,952320;0,960000;0,963680;0,968000
905;0,272000;0,856160;0,931520;0,942960;0,944000;0,951920;0,952000;0,952000;0,952480;0,960000;0,964320;0,968000
906;0,552000;0,870240;0,930400;0,942320;0,944000;0,951040;0,952000;0,952000;0,952000;0,959440;0,964560;0,968000
907;0,272000;0,861840;0,930400;0,943920;0,945120;0,952000;0,952000;0,952000;0,952320;0,960000;0,964880;0,968000
908;0,568000;0,862240;0,928880;0,942560;0,944880;0,952000;0,952000;0,952000;0,952400;0,960000;0,965360;0,968000
909;0,296000;0,850800;0,926480;0,940320;0,944000;0,950960;0,952000;0,952000;0,952480;0,960000;0,965280;0,968000
910;0,296000;0,830240;0,927520;0,940320;0,944000;0,952000;0,952000;0,952000;0,952320;0,960000;0,965360;0,968000
911;0,432000;0,874880;0,927840;0,940720;0,944000;0,951440;0,952000;0,952000;0,952000;0,959920;0,964720;0,968000
912;0,432000;0,876240;0,928720;0,941440;0,944000;0,951120;0,952000;0,952000;0,952560;0,960000;0,964560;0,968000
913;0,272000;0,854800;0,929760;0,941760;0,944000;0,951600;0,952000;0,952000;0,953440;0,960000;0,963520;0,968000
914;0,296000;0,854960;0,928000;0,940800;0,944000;0,950720;0,952000;0,952000;0,952800;0,960000;0,963680;0,968000
915;0,296000;0,844560;0,928800;0,941280;0,944000;0,950160;0,952000;0,952000;0,953440;0,960000;0,965120;0,968000
916;0,296000;0,827760;0,927280;0,941040;0,944000;0,950880;0,952000;0,952000;0,952320;0,960000;0,963920;0,968000
917;0,280000;0,791360;0,919920;0,938160;0,944000;0,950320;0,952000;0,952000;0,952000;0,959440;0,963760;0,968000
918;0,280000;0,734800;0,914880;0,935360;0,944000;0,948880;0,952000;0,952000;0,952000;0,959040;0,963600;0,968000
919;0,360000;0,774000;0,920960;0,938960;0,944000;0,950720;0,952000;0,952000;0,952000;0,958960;0,963760;0,968000
920;0,360000;0,769440;0,918400;0,939600;0,944000;0,951680;0,952000;0,952000;0,952000;0,959040;0,962640;0,968000
921;0,376000;0,804000;0,923920;0,940320;0,944000;0,951760;0,952000;0,952000;0,952480;0,960000;0,963280;0,968000
922;0,272000;0,797920;0,924160;0,940640;0,944720;0,952000;0,952000;0,952000;0,952640;0,960000;0,963760;0,968000
923;0,384000;0,825920;0,924720;0,940400;0,944000;0,951280;0,952000;0,952000;0,952640;0,960000;0,963600;0,968000
924;0,272000;0,813680;0,923360;0,938640;0,944000;0,950960;0,952000;0,952000;0,952000;0,959920;0,964080;0,968000
925;0,344000;0,816400;0,920000;0,938640;0,944000;0,950800;0,952000;0,952000;0,952480;0,960000;0,964320;0,968000
926;0,472000;0,797280;0,917280;0,937280;0,944000;0,950720;0,952000;0,952000;0,952240;0,960000;0,964400;0,968000
927;0,296000;0,816640;0,915760;0,937280;0,944000;0,949200;0,952000;0,952000;0,952000;0,959120;0,963200;0,968000
928;0,296000;0,798640;0,913120;0,936800;0,944000;0,949600;0,952000;0,952000;0,952000;0,958400;0,962880;0,968000
929;0,664000;0,822720;0,915840;0,937680;0,944000;0,948960;0,952000;0,952000;0,952000;0,957280;0,962800;0,968000
930;0,272000;0,824000;0,919680;0,938880;0,944000;0,949600;0,952000;0,952000;0,952000;0,956880;0,962240;0,968000
931;0,288000;0,839840;0,920320;0,938960;0,944000;0,950880;0,952000;0,952000;0,952000;0,957840;0,963280;0,968000
932;0,272000;0,794480;0,914720;0,934640;0,944000;0,949840;0,952000;0,952000;0,952000;0,958080;0,963680;0,968000
933;0,296000;0,797680;0,917760;0,936320;0,944000;0,948560;0,952000;0,952000;0,952000;0,958000;0,962640;0,968000
934;0,432000;0,771600;0,916160;0,934800;0,944000;0,948400;0,952000;0,952000;0,952000;0,958000;0,963200;0,968000
935;0,432000;0,809600;0,916960;0,934320;0,943200;0,947280;0,952000;0,952000;0,952000;0,958560;0,962960;0,968000
936;0,344000;0,832880;0,917600;0,934080;0,943680;0,945760;0,952000;0,952000;0,952000;0,957680;0,963200;0,968000
937;0,272000;0,797840;0,914880;0,933200;0,942880;0,945840;0,952000;0,952000;0,952000;0,956480;0,963760;0,968000
938;0,296000;0,788640;0,913040;0,931920;0,941760;0,945120;0,952000;0,952000;0,952000;0,955680;0,962560;0,968000
939;0,464000;0,817440;0,913680;0,933040;0,943280;0,945280;0,952000;0,952000;0,952000;0,956960;0,962720;0,968000
940;0,392000;0,818320;0,918880;0,935120;0,944000;0,949360;0,952000;0,952000;0,952000;0,958880;0,963120;0,968000
941;0,272000;0,843280;0,921760;0,937840;0,944000;0,949440;0,952000;0,952000;0,952000;0,958720;0,962800;0,968000
942;0,432000;0,830960;0,918320;0,935680;0,944000;0,948640;0,952000;0,952000;0,952000;0,958560;0,962800;0,968000
943;0,440000;0,855760;0,920400;0,938240;0,944000;0,951200;0,952000;0,952000;0,952000;0,958480;0,963200;0,968000
944;0,600000;0,868000;0,924560;0,938720;0,944000;0,950240;0,952000;0,952000;0,952000;0,957840;0,963520;0,968000
945;0,312000;0,846640;0,923760;0,938000;0,944000;0,949760;0,952000;0,952000;0,952000;0,958480;0,963680;0,968000
946;0,488000;0,851360;0,924160;0,938560;0,944000;0,950160;0,952000;0,952000;0,952000;0,958320;0,963040;0,968000
947;0,432000;0,834160;0,918640;0,935680;0,944000;0,947760;0,952000;0,952000;0,952000;0,957040;0,963600;0,968000
948;0,504000;0,841200;0,916240;0,934720;0,944000;0,947280;0,952000;0,952000;0,952000;0,958720;0,964000;0,968000
949;0,296000;0,842560;0,926240;0,940080;0,944000;0,951280;0,952000;0,952000;0,952000;0,960000;0,964560;0,968000
950;0,432000;0,848720;0,922160;0,938800;0,944000;0,950000;0,952000;0,952000;0,952000;0,958400;0,964000;0,968000
951;0,552000;0,851760;0,924400;0,938240;0,944000;0,948640;0,952000;0,952000;0,952000;0,958960;0,964480;0,968000
952;0,592000;0,862560;0,925760;0,938720;0,944000;0,950240;0,952000;0,952000;0,952720;0,960000;0,964800;0,968000
953;0,376000;0,859600;0,927040;0,940080;0,944800;0,952000;0,952000;0,952000;0,954560;0,960000;0,964880;0,968000
954;0,432000;0,857440;0,925360;0,939920;0,944880;0,952000;0,952000;0,952000;0,953440;0,960000;0,964960;0,968000
955;0,432000;0,838640;0,923680;0,939520;0,945120;0,952000;0,952000;0,952000;0,952160;0,960000;0,964720;0,968000
956;0,424000;0,842240;0,926400;0,940160;0,945600;0,952000;0,952000;0,952000;0,952000;0,958960;0,964400;0,968000
957;0,416000;0,857680;0,928320;0,941600;0,944640;0,952000;0,952000;0,952000;0,953200;0,960000;0,965040;0,968000
958;0,272000;0,844240;0,926960;0,941360;0,944000;0,951520;0,952000;0,952000;0,952560;0,960000;0,964320;0,968000
959;0,656000;0,870080;0,924880;0,938800;0,944000;0,949760;0,952000;0,952000;0,952000;0,960000;0,964160;0,968000
960;0,296000;0,841440;0,915600;0,933920;0,943680;0,946320;0,952000;0,952000;0,952000;0,959200;0,963680;0,968000
961;0,296000;0,843760;0,912480;0,933840;0,943680;0,947360;0,952000;0,952000;0,952000;0,958480;0,963360;0,968000
962;0,296000;0,836480;0,914480;0,934400;0,943440;0,948400;0,952000;0,952000;0,952000;0,959040;0,962960;0,968000
963;0,296000;0,832880;0,916480;0,934800;0,943920;0,947680;0,952000;0,952000;0,952000;0,959680;0,963760;0,968000
964;0,272000;0,830160;0,913600;0,931760;0,942560;0,946160;0,952000;0,952000;0,952000;0,958240;0,964320;0,968000
965;0,376000;0,813360;0,908720;0,931760;0,942400;0,946960;0,952000;0,952000;0,952000;0,958000;0,964800;0,968000
966;0,432000;0,792480;0,902080;0,929600;0,940720;0,945840;0,952000;0,952000;0,952000;0,957120;0,964160;0,968000
967;0,296000;0,808000;0,911360;0,933520;0,942400;0,948560;0,952000;0,952000;0,952000;0,959920;0,964720;0,968000
968;0,416000;0,811680;0,913440;0,932560;0,941360;0,945920;0,952000;0,952000;0,952000;0,957440;0,964080;0,968000
969;0,272000;0,787680;0,913520;0,934160;0,943760;0,948480;0,952000;0,952000;0,952000;0,959520;0,964400;0,968000
970;0,272000;0,757920;0,915600;0,934320;0,943360;0,947120;0,952000;0,952000;0,952000;0,959760;0,964240;0,968000
971;0,272000;0,789440;0,915760;0,934320;0,944000;0,948080;0,952000;0,952000;0,953520;0,960000;0,964560;0,968000
972;0,272000;0,794080;0,917120;0,936560;0,944000;0,949040;0,952000;0,952000;0,954480;0,960000;0,964880;0,968000
973;0,344000;0,769520;0,907040;0,932160;0,943120;0,946720;0,952000;0,952000;0,952800;0,960000;0,964480;0,968000
974;0,272000;0,776000;0,905760;0,933120;0,942800;0,947120;0,952000;0,952000;0,952080;0,960000;0,964720;0,968000
975;0,296000;0,740960;0,900000;0,930240;0,941360;0,946080;0,952000;0,952000;0,952000;0,960000;0,964880;0,968000
976;0,272000;0,762080;0,905920;0,932880;0,942960;0,946560;0,952000;0,952000;0,952000;0,959200;0,964320;0,968000
977;0,272000;0,742080;0,888000;0,920800;0,937120;0,944000;0,949840;0,952000;0,952000;0,958480;0,964000;0,968000
978;0,296000;0,722560;0,881520;0,914960;0,934720;0,944000;0,950000;0,952000;0,952000;0,957280;0,963360;0,968000
979;0,296000;0,757760;0,888720;0,916400;0,933200;0,943360;0,949280;0,952000;0,952000;0,956720;0,963680;0,968000
980;0,456000;0,760800;0,890880;0,922160;0,938320;0,944000;0,950320;0,952000;0,952000;0,957120;0,964000;0,968000
981;0,272000;0,772960;0,901920;0,928400;0,940720;0,944000;0,951920;0,952000;0,952000;0,958000;0,964240;0,968000
982;0,272000;0,789600;0,901520;0,926480;0,938400;0,944000;0,951520;0,952000;0,952000;0,956960;0,963920;0,968000
983;0,296000;0,753200;0,896240;0,921600;0,935200;0,944000;0,951440;0,952000;0,952000;0,957040;0,964480;0,968000
984;0,296000;0,720080;0,889280;0,922000;0,937200;0,944000;0,950720;0,952000;0,952000;0,957680;0,964480;0,968000
985;0,272000;0,696640;0,883280;0,919440;0,935680;0,944000;0,951040;0,952000;0,952000;0,958080;0,964800;0,968000
986;0,296000;0,676160;0,873360;0,916320;0,933200;0,943120;0,949520;0,952000;0,952000;0,957360;0,964640;0,968000
987;0,272000;0,641840;0,868240;0,915120;0,932320;0,942800;0,948640;0,952000;0,952000;0,958320;0,964880;0,968000
988;0,376000;0,693120;0,882640;0,920880;0,934000;0,942240;0,948240;0,952000;0,952000;0,957360;0,963920;0,968000
989;0,272000;0,684160;0,884480;0,918080;0,933120;0,942560;0,948240;0,952000;0,952000;0,956160;0,963360;0,968000
990;0,296000;0,727040;0,891600;0,919680;0,933360;0,942160;0,948160;0,952000;0,952000;0,955360;0,963600;0,968000
991;0,272000;0,694640;0,892480;0,919280;0,932800;0,941920;0,946640;0,952000;0,952000;0,955600;0,963120;0,968000
992;0,328000;0,734160;0,889840;0,918560;0,933520;0,942400;0,946720;0,952000;0,952000;0,955840;0,963360;0,968000
993;0,432000;0,763920;0,888080;0,917120;0,933040;0,941680;0,945840;0,952000;0,952000;0,955120;0,962880;0,968000
994;0,296000;0,719440;0,876640;0,909120;0,927040;0,938320;0,944160;0,952000;0,952000;0,953760;0,962560;0,968000
995;0,272000;0,706000;0,872720;0,905680;0,926320;0,938320;0,944000;0,951200;0,952000;0,954000;0,962400;0,968000
996;0,296000;0,732160;0,876000;0,906080;0,925840;0,937760;0,944000;0,951760;0,952000;0,954560;0,962960;0,968000
997;0,296000;0,694720;0,881040;0,910960;0,927680;0,938720;0,944720;0,952000;0,952000;0,954960;0,962720;0,968000
998;0,272000;0,695280;0,872240;0,906000;0,926480;0,938560;0,944000;0,951280;0,952000;0,953840;0,963040;0,968000
999;0,296000;0,735920;0,874880;0,906480;0,924080;0,938960;0,944720;0,952000;0,952000;0,955120;0,963360;0,968000
